image,name,age,crime,last_seen
000956.jpg,Rahul Patel,25,Burglary,Tumakuru
000957.jpg,Manoj Singh,34,Theft,Bangalore
000958.jpg,Prakash Rao,29,Cyber Crime,Bangalore
000959.jpg,Mahesh Kumar,48,Robbery,Shivamogga
000960.jpg,Ravi Das,28,Cyber Crime,Belagavi
000961.jpg,Suresh Patel,33,Vehicle Theft,Belagavi
000962.jpg,Akash Kumar,29,Theft,Belagavi
000963.jpg,Suresh Yadav,29,Kidnapping,Belagavi
000964.jpg,Arjun Shetty,23,Cyber Crime,Belagavi
000965.jpg,Ravi Gupta,24,Assault,Bangalore
000966.jpg,Karthik Das,34,Forgery,Mysore
000967.jpg,Sunil Singh,38,Assault,Bangalore
000968.jpg,Arjun Reddy,37,Smuggling,Belagavi
000969.jpg,Deepak Joshi,52,Fraud,Udupi
000970.jpg,Karthik Rao,31,Kidnapping,Belagavi
000971.jpg,Anil Nair,39,Theft,Hubli
000972.jpg,Vijay Nair,23,Smuggling,Mysore
000973.jpg,Ravi Gowda,52,Smuggling,Bangalore
000974.jpg,Prakash Gowda,41,Vehicle Theft,Tumakuru
000975.jpg,Manoj Patel,40,Cyber Crime,Hubli
000976.jpg,Mahesh Shetty,60,Vehicle Theft,Kalaburagi
000977.jpg,Rahul Rao,54,Assault,Bangalore
000978.jpg,Varun Gowda,48,Fraud,Belagavi
000979.jpg,Prakash Kumar,47,Assault,Mysore
000980.jpg,Kiran Joshi,42,Smuggling,Udupi
000981.jpg,Suresh Das,45,Assault,Dharwad
000982.jpg,Ajay Rao,25,Forgery,Kalaburagi
000983.jpg,Anil Singh,24,Fraud,Kalaburagi
000984.jpg,Karthik Yadav,60,Smuggling,Tumakuru
000985.jpg,Prakash Naik,42,Fraud,Dharwad
000986.jpg,Nikhil Naik,40,Assault,Tumakuru
000987.jpg,Suresh Kumar,31,Burglary,Mysore
000988.jpg,Rohan Verma,36,Fraud,Belagavi
000989.jpg,Karthik Gupta,49,Theft,Kalaburagi
000990.jpg,Ajay Kumar,50,Kidnapping,Tumakuru
000991.jpg,Rahul Rao,50,Assault,Mysore
000992.jpg,Amit Sharma,21,Theft,Bangalore
000993.jpg,Ajay Sharma,58,Kidnapping,Kalaburagi
000994.jpg,Ajay Rao,58,Burglary,Shivamogga
000995.jpg,Nikhil Nair,21,Robbery,Kalaburagi
000996.jpg,Ravi Reddy,32,Robbery,Hubli
000997.jpg,Ravi Verma,22,Kidnapping,Tumakuru
000998.jpg,Vijay Sharma,35,Cyber Crime,Kalaburagi
000999.jpg,Vivek Nair,58,Vehicle Theft,Udupi
001000.jpg,Rohan Kumar,52,Robbery,Dharwad
001001.jpg,Kiran Kumar,50,Forgery,Shivamogga
001002.jpg,Sunil Yadav,40,Robbery,Belagavi
001003.jpg,Sunil Das,53,Cyber Crime,Shivamogga
001004.jpg,Amit Patel,52,Cyber Crime,Mangalore
001005.jpg,Rohan Kumar,45,Kidnapping,Hubli
001006.jpg,Ravi Singh,59,Fraud,Hubli
001007.jpg,Amit Shetty,47,Smuggling,Dharwad
001008.jpg,Akash Nair,44,Assault,Belagavi
001009.jpg,Rahul Yadav,58,Fraud,Udupi
001010.jpg,Nikhil Shetty,28,Robbery,Tumakuru
001011.jpg,Rohan Yadav,26,Robbery,Udupi
001012.jpg,Karthik Sharma,60,Cyber Crime,Kalaburagi
001013.jpg,Rohan Sharma,55,Cyber Crime,Belagavi
001014.jpg,Mahesh Kumar,39,Cyber Crime,Belagavi
001015.jpg,Akash Kumar,60,Smuggling,Tumakuru
001016.jpg,Suresh Patel,55,Fraud,Tumakuru
001017.jpg,Varun Patel,40,Kidnapping,Udupi
001018.jpg,Nikhil Naik,26,Burglary,Hubli
001019.jpg,Deepak Kumar,20,Theft,Dharwad
001020.jpg,Suresh Gowda,58,Smuggling,Mangalore
001021.jpg,Vivek Gupta,28,Fraud,Mysore
001022.jpg,Nikhil Reddy,23,Assault,Mangalore
001023.jpg,Mahesh Gowda,48,Forgery,Belagavi
001024.jpg,Mahesh Reddy,49,Burglary,Belagavi
001025.jpg,Sunil Reddy,24,Burglary,Dharwad
001026.jpg,Nikhil Rao,51,Theft,Bangalore
001027.jpg,Deepak Patel,21,Kidnapping,Hubli
001028.jpg,Rahul Shetty,34,Cyber Crime,Shivamogga
001029.jpg,Varun Gowda,56,Kidnapping,Kalaburagi
001030.jpg,Ajay Sharma,32,Theft,Udupi
001031.jpg,Nikhil Nair,53,Smuggling,Mangalore
001032.jpg,Ravi Gowda,32,Vehicle Theft,Bangalore
001033.jpg,Varun Gupta,48,Robbery,Tumakuru
001034.jpg,Ajay Patel,31,Fraud,Bangalore
001035.jpg,Amit Gupta,37,Theft,Mangalore
001036.jpg,Mahesh Singh,49,Robbery,Hubli
001037.jpg,Amit Patel,36,Assault,Tumakuru
001038.jpg,Mahesh Joshi,47,Fraud,Belagavi
001039.jpg,Vivek Naik,35,Smuggling,Hubli
001040.jpg,Prakash Reddy,56,Forgery,Tumakuru
001041.jpg,Akash Patel,24,Smuggling,Bangalore
001042.jpg,Nikhil Rao,33,Robbery,Belagavi
001043.jpg,Ajay Das,28,Theft,Hubli
001044.jpg,Anil Reddy,26,Vehicle Theft,Udupi
001045.jpg,Vivek Sharma,55,Burglary,Udupi
001046.jpg,Karthik Gupta,29,Robbery,Tumakuru
001047.jpg,Mahesh Patel,37,Assault,Mysore
001048.jpg,Kiran Yadav,47,Forgery,Dharwad
001049.jpg,Deepak Reddy,33,Burglary,Shivamogga
001050.jpg,Prakash Yadav,21,Burglary,Belagavi
001051.jpg,Anil Gowda,44,Theft,Belagavi
001052.jpg,Vivek Das,34,Burglary,Shivamogga
001053.jpg,Prakash Sharma,32,Robbery,Udupi
001054.jpg,Akash Verma,32,Robbery,Kalaburagi
001055.jpg,Suresh Gupta,39,Robbery,Dharwad
001056.jpg,Ajay Patel,20,Cyber Crime,Bangalore
001057.jpg,Sunil Joshi,41,Forgery,Mangalore
001058.jpg,Arjun Nair,41,Smuggling,Mangalore
001059.jpg,Kiran Shetty,49,Theft,Shivamogga
001060.jpg,Manoj Patel,25,Burglary,Belagavi
001061.jpg,Suresh Reddy,53,Fraud,Udupi
001062.jpg,Arjun Patel,23,Robbery,Udupi
001063.jpg,Akash Rao,32,Smuggling,Udupi
001064.jpg,Arjun Naik,25,Assault,Kalaburagi
001065.jpg,Kiran Nair,33,Cyber Crime,Mangalore
001066.jpg,Arjun Naik,28,Smuggling,Mangalore
001067.jpg,Amit Kumar,56,Theft,Tumakuru
001068.jpg,Ajay Kumar,26,Kidnapping,Kalaburagi
001069.jpg,Akash Nair,26,Cyber Crime,Kalaburagi
001070.jpg,Akash Patel,26,Burglary,Mysore
001071.jpg,Varun Joshi,53,Theft,Belagavi
001072.jpg,Manoj Verma,24,Cyber Crime,Kalaburagi
001073.jpg,Arjun Das,44,Assault,Kalaburagi
001074.jpg,Nikhil Sharma,43,Smuggling,Hubli
001075.jpg,Prakash Reddy,35,Fraud,Shivamogga
001076.jpg,Rohan Nair,38,Smuggling,Bangalore
001077.jpg,Deepak Singh,22,Vehicle Theft,Mysore
001078.jpg,Akash Gupta,31,Cyber Crime,Mysore
001079.jpg,Deepak Singh,29,Smuggling,Mysore
001080.jpg,Nikhil Patel,41,Burglary,Kalaburagi
001081.jpg,Anil Yadav,56,Forgery,Kalaburagi
001082.jpg,Karthik Das,32,Theft,Kalaburagi
001083.jpg,Varun Sharma,48,Burglary,Belagavi
001084.jpg,Kiran Gupta,30,Fraud,Mysore
001085.jpg,Suresh Kumar,39,Forgery,Kalaburagi
001086.jpg,Karthik Reddy,50,Cyber Crime,Mangalore
001087.jpg,Vijay Patel,25,Cyber Crime,Dharwad
001088.jpg,Varun Rao,56,Robbery,Udupi
001089.jpg,Sunil Verma,38,Assault,Hubli
001090.jpg,Rohan Gupta,50,Robbery,Bangalore
001091.jpg,Vivek Sharma,25,Theft,Mangalore
001092.jpg,Varun Verma,32,Robbery,Belagavi
001093.jpg,Akash Singh,40,Robbery,Mangalore
001094.jpg,Rohan Reddy,52,Burglary,Tumakuru
001095.jpg,Sunil Das,23,Vehicle Theft,Shivamogga
001096.jpg,Akash Nair,55,Assault,Tumakuru
001097.jpg,Karthik Joshi,52,Fraud,Dharwad
001098.jpg,Vijay Rao,30,Robbery,Udupi
001099.jpg,Karthik Singh,44,Burglary,Hubli
001100.jpg,Deepak Shetty,46,Kidnapping,Tumakuru
001101.jpg,Ravi Gupta,23,Vehicle Theft,Shivamogga
001102.jpg,Deepak Gupta,38,Smuggling,Hubli
001103.jpg,Karthik Shetty,41,Robbery,Bangalore
001104.jpg,Rohan Patel,22,Vehicle Theft,Mangalore
001105.jpg,Varun Gupta,35,Assault,Belagavi
001106.jpg,Kiran Gowda,38,Kidnapping,Tumakuru
001107.jpg,Kiran Naik,27,Robbery,Mysore
001108.jpg,Sunil Reddy,35,Burglary,Bangalore
001109.jpg,Sunil Patel,32,Burglary,Mysore
001110.jpg,Anil Reddy,60,Burglary,Mysore
001111.jpg,Rohan Gupta,47,Vehicle Theft,Udupi
001112.jpg,Rahul Verma,45,Smuggling,Tumakuru
001113.jpg,Vivek Rao,56,Kidnapping,Udupi
001114.jpg,Amit Joshi,43,Robbery,Belagavi
001115.jpg,Kiran Gupta,55,Theft,Mysore
001116.jpg,Manoj Joshi,42,Robbery,Shivamogga
001117.jpg,Mahesh Gupta,59,Theft,Bangalore
001118.jpg,Rahul Naik,60,Burglary,Mysore
001119.jpg,Vijay Rao,41,Burglary,Mysore
001120.jpg,Ajay Sharma,34,Fraud,Tumakuru
001121.jpg,Ajay Reddy,55,Robbery,Udupi
001122.jpg,Amit Nair,20,Forgery,Kalaburagi
001123.jpg,Vivek Verma,55,Smuggling,Tumakuru
001124.jpg,Nikhil Gupta,38,Forgery,Hubli
001125.jpg,Suresh Gupta,41,Cyber Crime,Kalaburagi
001126.jpg,Anil Kumar,42,Cyber Crime,Bangalore
001127.jpg,Karthik Das,22,Kidnapping,Mysore
001128.jpg,Akash Shetty,24,Burglary,Dharwad
001129.jpg,Akash Sharma,26,Kidnapping,Mysore
001130.jpg,Suresh Shetty,44,Assault,Mysore
001131.jpg,Arjun Rao,49,Forgery,Dharwad
001132.jpg,Anil Sharma,37,Kidnapping,Bangalore
001133.jpg,Sunil Joshi,30,Cyber Crime,Bangalore
001134.jpg,Manoj Nair,23,Kidnapping,Bangalore
001135.jpg,Deepak Patel,34,Robbery,Mysore
001136.jpg,Vivek Reddy,40,Smuggling,Hubli
001137.jpg,Amit Yadav,45,Robbery,Hubli
001138.jpg,Kiran Singh,33,Kidnapping,Belagavi
001139.jpg,Kiran Gowda,31,Smuggling,Hubli
001140.jpg,Mahesh Gupta,48,Fraud,Tumakuru
001141.jpg,Ravi Gowda,50,Cyber Crime,Belagavi
001142.jpg,Vijay Nair,21,Vehicle Theft,Shivamogga
001143.jpg,Suresh Yadav,30,Fraud,Udupi
001144.jpg,Amit Verma,24,Cyber Crime,Udupi
001145.jpg,Kiran Verma,30,Cyber Crime,Mysore
001146.jpg,Deepak Joshi,23,Forgery,Bangalore
001147.jpg,Amit Verma,43,Burglary,Dharwad
001148.jpg,Karthik Sharma,22,Smuggling,Bangalore
001149.jpg,Rahul Kumar,40,Burglary,Shivamogga
001150.jpg,Vijay Nair,39,Smuggling,Kalaburagi
001151.jpg,Vijay Joshi,35,Kidnapping,Kalaburagi
001152.jpg,Vijay Shetty,29,Forgery,Belagavi
001153.jpg,Anil Patel,30,Forgery,Bangalore
001154.jpg,Rohan Das,36,Kidnapping,Belagavi
001155.jpg,Karthik Joshi,55,Robbery,Udupi
001156.jpg,Varun Gowda,41,Robbery,Kalaburagi
001157.jpg,Ravi Reddy,54,Vehicle Theft,Dharwad
001158.jpg,Varun Yadav,47,Assault,Dharwad
001159.jpg,Mahesh Verma,42,Fraud,Belagavi
001160.jpg,Sunil Gupta,20,Theft,Kalaburagi
001161.jpg,Manoj Singh,20,Kidnapping,Udupi
001162.jpg,Ajay Das,31,Smuggling,Tumakuru
001163.jpg,Manoj Reddy,24,Smuggling,Mysore
001164.jpg,Akash Naik,40,Assault,Udupi
001165.jpg,Karthik Singh,23,Assault,Kalaburagi
001166.jpg,Rohan Sharma,23,Forgery,Hubli
001167.jpg,Prakash Gowda,49,Cyber Crime,Shivamogga
001168.jpg,Manoj Sharma,51,Cyber Crime,Tumakuru
001169.jpg,Manoj Joshi,28,Burglary,Mysore
001170.jpg,Vivek Rao,40,Fraud,Kalaburagi
001171.jpg,Nikhil Sharma,34,Smuggling,Dharwad
001172.jpg,Rohan Verma,31,Cyber Crime,Udupi
001173.jpg,Suresh Joshi,59,Robbery,Tumakuru
001174.jpg,Prakash Singh,24,Assault,Belagavi
001175.jpg,Karthik Nair,31,Theft,Kalaburagi
001176.jpg,Ravi Naik,46,Kidnapping,Tumakuru
001177.jpg,Akash Rao,29,Smuggling,Mysore
001178.jpg,Suresh Das,28,Assault,Belagavi
001179.jpg,Amit Rao,46,Burglary,Kalaburagi
001180.jpg,Vijay Singh,48,Smuggling,Belagavi
001181.jpg,Ajay Gowda,23,Fraud,Kalaburagi
001182.jpg,Karthik Patel,36,Forgery,Mangalore
001183.jpg,Prakash Singh,51,Fraud,Bangalore
001184.jpg,Vijay Reddy,23,Robbery,Bangalore
001185.jpg,Prakash Joshi,54,Assault,Belagavi
001186.jpg,Kiran Verma,36,Kidnapping,Belagavi
001187.jpg,Amit Rao,39,Assault,Kalaburagi
001188.jpg,Rohan Gowda,20,Theft,Tumakuru
001189.jpg,Kiran Naik,49,Robbery,Tumakuru
001190.jpg,Arjun Singh,29,Robbery,Mysore
001191.jpg,Manoj Yadav,52,Kidnapping,Udupi
001192.jpg,Mahesh Yadav,34,Burglary,Tumakuru
001193.jpg,Nikhil Gupta,47,Fraud,Mangalore
001194.jpg,Varun Verma,48,Vehicle Theft,Dharwad
001195.jpg,Sunil Kumar,45,Cyber Crime,Shivamogga
001196.jpg,Ravi Joshi,21,Assault,Belagavi
001197.jpg,Manoj Sharma,60,Fraud,Bangalore
001198.jpg,Amit Das,42,Cyber Crime,Tumakuru
001199.jpg,Rahul Patel,30,Vehicle Theft,Udupi
001200.jpg,Arjun Rao,59,Forgery,Dharwad
001201.jpg,Rahul Gowda,20,Burglary,Mysore
001202.jpg,Manoj Rao,59,Forgery,Bangalore
001203.jpg,Amit Reddy,41,Assault,Belagavi
001204.jpg,Karthik Patel,34,Theft,Mangalore
001205.jpg,Rahul Kumar,40,Theft,Udupi
001206.jpg,Varun Reddy,38,Robbery,Hubli
001207.jpg,Mahesh Gupta,44,Smuggling,Hubli
001208.jpg,Arjun Das,22,Vehicle Theft,Mysore
001209.jpg,Mahesh Singh,23,Theft,Mysore
001210.jpg,Varun Yadav,33,Smuggling,Udupi
001211.jpg,Manoj Kumar,25,Vehicle Theft,Dharwad
001212.jpg,Mahesh Sharma,23,Smuggling,Udupi
001213.jpg,Arjun Kumar,54,Vehicle Theft,Mysore
001214.jpg,Amit Kumar,60,Fraud,Kalaburagi
001215.jpg,Akash Gupta,39,Fraud,Hubli
001216.jpg,Nikhil Naik,57,Theft,Kalaburagi
001217.jpg,Arjun Joshi,51,Fraud,Bangalore
001218.jpg,Amit Nair,22,Fraud,Bangalore
001219.jpg,Suresh Yadav,38,Robbery,Dharwad
001220.jpg,Prakash Naik,50,Theft,Bangalore
001221.jpg,Akash Yadav,54,Smuggling,Tumakuru
001222.jpg,Rahul Verma,51,Cyber Crime,Mysore
001223.jpg,Vijay Shetty,54,Forgery,Shivamogga
001224.jpg,Kiran Patel,31,Smuggling,Kalaburagi
001225.jpg,Mahesh Gupta,27,Cyber Crime,Dharwad
001226.jpg,Rahul Shetty,58,Kidnapping,Hubli
001227.jpg,Rahul Kumar,32,Robbery,Belagavi
001228.jpg,Ravi Nair,49,Assault,Hubli
001229.jpg,Nikhil Kumar,58,Theft,Mysore
001230.jpg,Vijay Nair,26,Vehicle Theft,Belagavi
001231.jpg,Vijay Shetty,29,Assault,Bangalore
001232.jpg,Akash Gupta,47,Cyber Crime,Belagavi
001233.jpg,Deepak Patel,60,Robbery,Tumakuru
001234.jpg,Manoj Das,24,Fraud,Shivamogga
001235.jpg,Suresh Patel,43,Fraud,Mangalore
001236.jpg,Anil Nair,37,Smuggling,Udupi
001237.jpg,Anil Verma,59,Theft,Belagavi
001238.jpg,Sunil Reddy,40,Smuggling,Hubli
001239.jpg,Akash Patel,24,Cyber Crime,Kalaburagi
001240.jpg,Manoj Gowda,52,Smuggling,Kalaburagi
001241.jpg,Ajay Das,20,Cyber Crime,Mysore
001242.jpg,Karthik Gupta,36,Cyber Crime,Shivamogga
001243.jpg,Varun Naik,23,Robbery,Belagavi
001244.jpg,Sunil Rao,22,Forgery,Tumakuru
001245.jpg,Prakash Yadav,42,Cyber Crime,Belagavi
001246.jpg,Arjun Verma,27,Kidnapping,Shivamogga
001247.jpg,Rahul Kumar,20,Assault,Kalaburagi
001248.jpg,Vijay Nair,22,Kidnapping,Udupi
001249.jpg,Amit Gupta,51,Smuggling,Mangalore
001250.jpg,Prakash Joshi,46,Theft,Hubli
001251.jpg,Nikhil Nair,40,Burglary,Shivamogga
001252.jpg,Karthik Shetty,31,Theft,Belagavi
001253.jpg,Kiran Das,40,Smuggling,Kalaburagi
001254.jpg,Nikhil Kumar,25,Vehicle Theft,Hubli
001255.jpg,Akash Verma,48,Vehicle Theft,Belagavi
001256.jpg,Deepak Rao,39,Assault,Hubli
001257.jpg,Rohan Nair,28,Kidnapping,Kalaburagi
001258.jpg,Prakash Joshi,44,Vehicle Theft,Tumakuru
001259.jpg,Akash Patel,25,Kidnapping,Hubli
001260.jpg,Varun Shetty,38,Assault,Shivamogga
001261.jpg,Prakash Joshi,52,Burglary,Belagavi
001262.jpg,Akash Gupta,55,Assault,Mangalore
001263.jpg,Kiran Joshi,32,Smuggling,Dharwad
001264.jpg,Deepak Nair,25,Kidnapping,Bangalore
001265.jpg,Varun Yadav,23,Fraud,Tumakuru
001266.jpg,Karthik Joshi,54,Forgery,Kalaburagi
001267.jpg,Suresh Verma,36,Smuggling,Belagavi
001268.jpg,Ajay Kumar,26,Burglary,Dharwad
001269.jpg,Sunil Sharma,59,Fraud,Kalaburagi
001270.jpg,Nikhil Naik,57,Smuggling,Shivamogga
001271.jpg,Manoj Shetty,25,Kidnapping,Mysore
001272.jpg,Kiran Gowda,38,Robbery,Hubli
001273.jpg,Ajay Reddy,40,Smuggling,Shivamogga
001274.jpg,Deepak Reddy,26,Vehicle Theft,Udupi
001275.jpg,Nikhil Das,28,Forgery,Dharwad
001276.jpg,Vivek Yadav,55,Smuggling,Hubli
001277.jpg,Vijay Singh,20,Cyber Crime,Belagavi
001278.jpg,Rahul Reddy,43,Smuggling,Shivamogga
001279.jpg,Sunil Yadav,32,Vehicle Theft,Udupi
001280.jpg,Vivek Naik,22,Burglary,Shivamogga
001281.jpg,Mahesh Gowda,43,Vehicle Theft,Shivamogga
001282.jpg,Vivek Reddy,44,Smuggling,Hubli
001283.jpg,Nikhil Kumar,47,Fraud,Bangalore
001284.jpg,Nikhil Gupta,50,Smuggling,Bangalore
001285.jpg,Arjun Naik,32,Cyber Crime,Tumakuru
001286.jpg,Kiran Joshi,52,Assault,Shivamogga
001287.jpg,Anil Gupta,50,Assault,Shivamogga
001288.jpg,Rohan Das,47,Robbery,Kalaburagi
001289.jpg,Vijay Gowda,49,Theft,Belagavi
001290.jpg,Ravi Gupta,21,Fraud,Udupi
001291.jpg,Anil Sharma,56,Forgery,Bangalore
001292.jpg,Rahul Gupta,41,Fraud,Bangalore
001293.jpg,Vivek Rao,48,Kidnapping,Bangalore
001294.jpg,Rohan Kumar,45,Robbery,Hubli
001295.jpg,Rohan Shetty,39,Vehicle Theft,Mangalore
001296.jpg,Anil Singh,36,Theft,Dharwad
001297.jpg,Nikhil Sharma,53,Cyber Crime,Shivamogga
001298.jpg,Akash Sharma,50,Vehicle Theft,Hubli
001299.jpg,Suresh Naik,54,Burglary,Shivamogga
001300.jpg,Karthik Yadav,60,Fraud,Belagavi
001301.jpg,Ravi Patel,59,Theft,Mangalore
001302.jpg,Suresh Singh,45,Kidnapping,Dharwad
001303.jpg,Karthik Shetty,60,Fraud,Kalaburagi
001304.jpg,Varun Nair,28,Smuggling,Tumakuru
001305.jpg,Amit Das,36,Vehicle Theft,Bangalore
001306.jpg,Vijay Singh,34,Kidnapping,Dharwad
001307.jpg,Prakash Sharma,46,Cyber Crime,Shivamogga
001308.jpg,Varun Singh,38,Smuggling,Dharwad
001309.jpg,Vivek Sharma,31,Robbery,Bangalore
001310.jpg,Karthik Sharma,30,Forgery,Belagavi
001311.jpg,Rahul Kumar,56,Forgery,Shivamogga
001312.jpg,Vijay Shetty,37,Assault,Mysore
001313.jpg,Nikhil Das,36,Assault,Shivamogga
001314.jpg,Rahul Shetty,48,Robbery,Tumakuru
001315.jpg,Prakash Verma,48,Forgery,Tumakuru
001316.jpg,Manoj Patel,40,Cyber Crime,Belagavi
001317.jpg,Manoj Das,29,Theft,Hubli
001318.jpg,Mahesh Gowda,21,Kidnapping,Udupi
001319.jpg,Rahul Rao,25,Fraud,Kalaburagi
001320.jpg,Vivek Naik,51,Forgery,Udupi
001321.jpg,Kiran Reddy,52,Cyber Crime,Mangalore
001322.jpg,Anil Reddy,50,Theft,Kalaburagi
001323.jpg,Rahul Nair,24,Assault,Belagavi
001324.jpg,Nikhil Reddy,37,Fraud,Shivamogga
001325.jpg,Anil Rao,60,Kidnapping,Mysore
001326.jpg,Arjun Shetty,31,Vehicle Theft,Tumakuru
001327.jpg,Ajay Naik,44,Smuggling,Shivamogga
001328.jpg,Manoj Kumar,20,Theft,Mangalore
001329.jpg,Arjun Verma,50,Fraud,Tumakuru
001330.jpg,Arjun Singh,30,Fraud,Belagavi
001331.jpg,Vijay Patel,57,Forgery,Bangalore
001332.jpg,Prakash Gupta,57,Kidnapping,Hubli
001333.jpg,Rahul Naik,36,Burglary,Mysore
001334.jpg,Anil Yadav,54,Kidnapping,Mysore
001335.jpg,Vijay Reddy,21,Forgery,Belagavi
001336.jpg,Deepak Kumar,54,Robbery,Hubli
001337.jpg,Anil Singh,51,Burglary,Bangalore
001338.jpg,Nikhil Gupta,24,Smuggling,Kalaburagi
001339.jpg,Vijay Nair,21,Burglary,Belagavi
001340.jpg,Kiran Gowda,49,Smuggling,Tumakuru
001341.jpg,Varun Shetty,28,Kidnapping,Belagavi
001342.jpg,Arjun Kumar,36,Forgery,Mysore
001343.jpg,Akash Das,58,Theft,Tumakuru
001344.jpg,Ravi Sharma,37,Cyber Crime,Udupi
001345.jpg,Vivek Yadav,46,Burglary,Mangalore
001346.jpg,Ajay Joshi,44,Cyber Crime,Udupi
001347.jpg,Akash Shetty,44,Assault,Shivamogga
001348.jpg,Amit Kumar,34,Forgery,Kalaburagi
001349.jpg,Vivek Kumar,28,Smuggling,Mangalore
001350.jpg,Karthik Gowda,40,Theft,Bangalore
001351.jpg,Kiran Nair,37,Theft,Mysore
001352.jpg,Manoj Sharma,23,Fraud,Kalaburagi
001353.jpg,Nikhil Kumar,37,Vehicle Theft,Tumakuru
001354.jpg,Kiran Sharma,24,Forgery,Bangalore
001355.jpg,Nikhil Sharma,32,Cyber Crime,Kalaburagi
001356.jpg,Amit Joshi,34,Robbery,Shivamogga
001357.jpg,Arjun Kumar,58,Theft,Bangalore
001358.jpg,Suresh Gowda,22,Robbery,Bangalore
001359.jpg,Amit Das,23,Vehicle Theft,Mysore
001360.jpg,Vivek Reddy,21,Fraud,Mangalore
001361.jpg,Vivek Rao,30,Vehicle Theft,Udupi
001362.jpg,Rohan Das,42,Assault,Mysore
001363.jpg,Suresh Joshi,20,Assault,Tumakuru
001364.jpg,Prakash Nair,45,Theft,Bangalore
001365.jpg,Prakash Yadav,20,Theft,Hubli
001366.jpg,Rahul Nair,31,Vehicle Theft,Kalaburagi
001367.jpg,Prakash Rao,39,Robbery,Mangalore
001368.jpg,Nikhil Shetty,49,Cyber Crime,Kalaburagi
001369.jpg,Ajay Gupta,26,Burglary,Kalaburagi
001370.jpg,Deepak Yadav,53,Kidnapping,Shivamogga
001371.jpg,Arjun Naik,57,Assault,Bangalore
001372.jpg,Suresh Joshi,57,Kidnapping,Hubli
001373.jpg,Suresh Gupta,50,Forgery,Tumakuru
001374.jpg,Anil Gupta,26,Theft,Mangalore
001375.jpg,Karthik Reddy,50,Theft,Mangalore
001376.jpg,Deepak Das,46,Fraud,Mysore
001377.jpg,Vijay Gupta,33,Fraud,Kalaburagi
001378.jpg,Arjun Verma,58,Burglary,Mangalore
001379.jpg,Ajay Das,47,Theft,Shivamogga
001380.jpg,Suresh Reddy,40,Forgery,Mysore
001381.jpg,Suresh Sharma,41,Forgery,Shivamogga
001382.jpg,Amit Das,39,Vehicle Theft,Mangalore
001383.jpg,Manoj Das,40,Forgery,Dharwad
001384.jpg,Ravi Yadav,43,Kidnapping,Tumakuru
001385.jpg,Mahesh Gowda,23,Fraud,Hubli
001386.jpg,Amit Shetty,47,Forgery,Dharwad
001387.jpg,Kiran Reddy,39,Theft,Kalaburagi
001388.jpg,Ajay Singh,56,Robbery,Shivamogga
001389.jpg,Mahesh Gupta,54,Theft,Mangalore
001390.jpg,Arjun Reddy,40,Assault,Hubli
001391.jpg,Kiran Singh,43,Theft,Mangalore
001392.jpg,Nikhil Patel,52,Burglary,Kalaburagi
001393.jpg,Anil Das,24,Burglary,Dharwad
001394.jpg,Anil Das,42,Kidnapping,Udupi
001395.jpg,Suresh Verma,45,Assault,Udupi
001396.jpg,Varun Kumar,35,Smuggling,Mysore
001397.jpg,Varun Verma,53,Vehicle Theft,Udupi
001398.jpg,Prakash Singh,52,Theft,Dharwad
001399.jpg,Prakash Yadav,47,Kidnapping,Hubli
001400.jpg,Arjun Verma,28,Assault,Hubli
001401.jpg,Vijay Joshi,53,Kidnapping,Mangalore
001402.jpg,Ajay Kumar,58,Kidnapping,Mangalore
001403.jpg,Ravi Reddy,32,Fraud,Shivamogga
001404.jpg,Ajay Gupta,44,Burglary,Mangalore
001405.jpg,Akash Nair,37,Smuggling,Dharwad
001406.jpg,Akash Rao,55,Vehicle Theft,Belagavi
001407.jpg,Ravi Nair,25,Smuggling,Tumakuru
001408.jpg,Suresh Reddy,20,Cyber Crime,Mysore
001409.jpg,Rahul Shetty,27,Burglary,Mysore
001410.jpg,Amit Das,38,Forgery,Kalaburagi
001411.jpg,Deepak Das,29,Theft,Bangalore
001412.jpg,Manoj Kumar,25,Assault,Kalaburagi
001413.jpg,Amit Verma,48,Fraud,Belagavi
001414.jpg,Amit Shetty,59,Forgery,Udupi
001415.jpg,Suresh Nair,37,Assault,Bangalore
001416.jpg,Varun Yadav,31,Assault,Bangalore
001417.jpg,Anil Reddy,54,Kidnapping,Mangalore
001418.jpg,Arjun Gupta,60,Vehicle Theft,Udupi
001419.jpg,Amit Gowda,36,Burglary,Kalaburagi
001420.jpg,Suresh Nair,60,Fraud,Bangalore
001421.jpg,Vijay Patel,25,Cyber Crime,Dharwad
001422.jpg,Anil Kumar,23,Robbery,Belagavi
001423.jpg,Akash Singh,39,Vehicle Theft,Kalaburagi
001424.jpg,Ajay Yadav,28,Fraud,Udupi
001425.jpg,Ajay Kumar,43,Smuggling,Kalaburagi
001426.jpg,Manoj Sharma,34,Fraud,Udupi
001427.jpg,Mahesh Nair,27,Smuggling,Udupi
001428.jpg,Rohan Joshi,26,Vehicle Theft,Bangalore
001429.jpg,Manoj Sharma,34,Fraud,Dharwad
001430.jpg,Sunil Kumar,59,Theft,Mysore
001431.jpg,Deepak Yadav,55,Kidnapping,Mangalore
001432.jpg,Vivek Gupta,50,Forgery,Mangalore
